County,City,State,Postal.Code,Model.Year,Make,Model,Electric.Vehicle.Type,Electric.Range
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98107,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Sammamish,WA,98075,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
Clark,La Center,WA,98629,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2024,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98177,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151
Clark,Ridgefield,WA,98642,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Clark,Camas,WA,98607,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330
King,Seattle,WA,98102,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),58
Clark,Vancouver,WA,98682,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26
King,Seattle,WA,98112,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Bellevue,WA,98006,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Issaquah,WA,98027,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
King,Kent,WA,98031,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),0
Kitsap,Silverdale,WA,98383,2024,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
Clark,Vancouver,WA,98682,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
Clark,Ridgefield,WA,98642,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98004,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
Clark,Vancouver,WA,98686,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33
King,Kirkland,WA,98033,2022,AUDI,Q4,Battery Electric Vehicle (BEV),0
Jefferson,Port Ludlow,WA,98365,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Thurston,Olympia,WA,98501,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98033,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
Clark,Vancouver,WA,98685,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151
King,Seattle,WA,98105,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98664,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Snohomish,Lynnwood,WA,98036,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Kirkland,WA,98033,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
Thurston,Olympia,WA,98506,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Clark,Ridgefield,WA,98642,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98116,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Kent,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Island,Camano Island,WA,98282,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151
Kitsap,Bremerton,WA,98312,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),82
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98005,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
Kitsap,Poulsbo,WA,98370,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Sammamish,WA,98074,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98109,2023,BMW,I4,Battery Electric Vehicle (BEV),0
Island,Oak Harbor,WA,98277,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Burien,WA,98146,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
King,Sammamish,WA,98074,2024,BMW,I4,Battery Electric Vehicle (BEV),0
King,Lake Forest Park,WA,98155,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seatac,WA,98148,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Kirkland,WA,98034,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98003,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98178,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308
King,Renton,WA,98056,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
Jefferson,Port Townsend,WA,98368,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Seattle,WA,98115,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Clark,Camas,WA,98607,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Kent,WA,98042,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,La Center,WA,98629,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Sammamish,WA,98075,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2023,AUDI,Q4,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98177,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Sammamish,WA,98029,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98103,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
Kitsap,Olalla,WA,98359,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
Clark,Ridgefield,WA,98642,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Burien,WA,98146,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Seattle,WA,98133,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Seattle,WA,98112,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Algona,WA,98001,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35
Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
Clark,Battle Ground,WA,98604,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47
King,Bellevue,WA,98005,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Kirkland,WA,98033,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Kirkland,WA,98034,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Burien,WA,98168,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2014,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),62
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98004,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Seattle,WA,98103,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),23
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98004,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2024,AUDI,Q8,Battery Electric Vehicle (BEV),0
King,Black Diamond,WA,98010,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Kent,WA,98031,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Bellevue,WA,98004,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33
King,Shoreline,WA,98155,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83
Snohomish,Lake Stevens,WA,98258,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),76
King,Kirkland,WA,98033,2024,MINI,HARDTOP,Battery Electric Vehicle (BEV),0
King,Kenmore,WA,98028,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Burien,WA,98166,2022,KIA,EV6,Battery Electric Vehicle (BEV),0
Thurston,Rainier,WA,98576,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Renton,WA,98059,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Kirkland,WA,98034,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Bellevue,WA,98007,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150
King,Kent,WA,98031,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Thurston,Olympia,WA,98501,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Seattle,WA,98134,2024,BMW,I4,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),0
Kitsap,Silverdale,WA,98383,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239
King,Bellevue,WA,98005,2015,FIAT,500,Battery Electric Vehicle (BEV),87
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Sammamish,WA,98075,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Seattle,WA,98109,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,KIA,EV9,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Burien,WA,98146,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2023,VOLVO,C40,Battery Electric Vehicle (BEV),0
Island,Coupeville,WA,98239,2022,LUCID,AIR,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Cowlitz,Longview,WA,98632,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98030,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
Clark,Vancouver,WA,98682,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Kenmore,WA,98028,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Renton,WA,98056,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98104,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Seattle,WA,98105,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98686,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Algona,WA,98001,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98116,2024,MINI,HARDTOP,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98008,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47
Thurston,Olympia,WA,98512,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
King,Renton,WA,98058,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Issaquah,WA,98027,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Bothell,WA,98011,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Bellevue,WA,98007,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125
Kitsap,Bainbridge Island,WA,98110,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
Kitsap,Poulsbo,WA,98370,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98178,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Thurston,Tenino,WA,98589,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Thurston,Rainier,WA,98576,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Seattle,WA,98177,2024,AUDI,Q8,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
Snohomish,Lake Stevens,WA,98258,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2022,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289
King,Seattle,WA,98115,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Kirkland,WA,98034,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238
Kitsap,Port Orchard,WA,98366,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38
Kitsap,Port Orchard,WA,98367,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2023,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Seattle,WA,98177,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Sammamish,WA,98075,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Duvall,WA,98019,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Stevens,Colville,WA,99114,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Kent,WA,98030,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Silverdale,WA,98383,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98144,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Normandy Park,WA,98166,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270
King,Kirkland,WA,98034,2022,LUCID,AIR,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98908,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Bothell,WA,98012,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98177,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98101,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98125,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98116,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35
King,Seattle,WA,98177,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),234
King,Tukwila,WA,98168,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),0
Kitsap,Poulsbo,WA,98370,2022,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),18
Jefferson,Port Ludlow,WA,98365,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Seattle,WA,98146,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98103,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258
Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98122,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),265
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Camas,WA,98607,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98101,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,LEXUS,RZ,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Sammamish,WA,98074,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98686,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Carnation,WA,98014,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Kent,WA,98030,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Renton,WA,98057,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98056,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Bellevue,WA,98007,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Seattle,WA,98177,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
Kitsap,Silverdale,WA,98383,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Clark,Vancouver,WA,98683,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98112,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98023,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,North Bend,WA,98045,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Thurston,Tenino,WA,98589,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Cowlitz,Kelso,WA,98626,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18
King,Seatac,WA,98198,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98686,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Seattle,WA,98133,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),0
King,Burien,WA,98146,2024,KIA,EV9,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2024,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),41
King,Bellevue,WA,98007,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Seattle,WA,98133,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98902,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98004,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
Snohomish,Lake Stevens,WA,98258,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Bellevue,WA,98004,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Seattle,WA,98115,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Seattle,WA,98177,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98102,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),23
King,Auburn,WA,98092,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98107,2014,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),62
King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98155,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bremerton,WA,98310,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Sammamish,WA,98075,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98133,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Island,Camano Island,WA,98282,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32
Clark,Ridgefield,WA,98642,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
